method,domain,condition,repeat,round,action,stock,group_total,payoff,budget,health,won,premium,total_contribution,group_welfare,partner_level
hscm_external_controller,public_goods,world_transient,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,4,10.0,,,17.5,,,,,50.0,87.5,10.0
hscm_external_controller,public_goods,world_transient,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,fishery,control,0,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,4,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,5,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,0,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,auction,other_transient,3,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,other_transient,3,2,56.0,,,,574.0,10.0,True,2.0,,,
reflection,auction,other_transient,3,3,58.0,,,,556.0,10.0,True,4.0,,,
reflection,auction,other_transient,3,4,60.0,,,,536.0,10.0,True,6.0,,,
reflection,auction,other_transient,3,5,62.0,,,,514.0,10.0,True,8.0,,,
reflection,auction,other_transient,3,6,64.0,,,,490.0,10.0,True,10.0,,,
reflection,auction,other_transient,3,7,66.0,,,,464.0,10.0,True,12.0,,,
reflection,auction,other_transient,3,8,64.0,,,,440.0,10.0,True,10.0,,,
reflection,auction,other_transient,3,9,68.0,,,,412.0,10.0,True,14.0,,,
reflection,auction,other_transient,3,10,66.0,,,,386.0,10.0,True,12.0,,,
reflection,auction,other_transient,3,11,68.0,,,,358.0,10.0,True,14.0,,,
reflection,auction,other_transient,3,12,72.0,,,,326.0,10.0,True,18.0,,,
full_history,public_goods,control,3,1,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,2,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,3,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,4,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,5,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,6,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,3,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,fishery,world_transient,3,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,4,10.0,90.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,world_transient,3,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,3,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,auction,control,3,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,4,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,5,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,6,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,7,50.0,,,,530.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,8,50.0,,,,520.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,9,50.0,,,,510.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,10,50.0,,,,500.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,11,50.0,,,,490.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,3,12,50.0,,,,480.0,10.0,True,0.0,,,
hscm_external_controller,fishery,world_transient,4,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,4,10.0,90.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,4,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,control,1,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,control,1,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,control,1,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,control,1,4,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,control,1,5,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,control,1,6,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,control,1,7,50.0,,,,530.0,10.0,True,0.0,,,
full_history,auction,control,1,8,50.0,,,,520.0,10.0,True,0.0,,,
full_history,auction,control,1,9,50.0,,,,510.0,10.0,True,0.0,,,
full_history,auction,control,1,10,50.0,,,,500.0,10.0,True,0.0,,,
full_history,auction,control,1,11,50.0,,,,490.0,10.0,True,0.0,,,
full_history,auction,control,1,12,50.0,,,,480.0,10.0,True,0.0,,,
hscm_external_controller,public_goods,control,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,4,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,fishery,control,2,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,4,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,5,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,2,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,auction,other_transient,0,1,55.0,,,,585.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,2,56.0,,,,569.0,10.0,True,2.0,,,
reflection,auction,other_transient,0,3,56.0,,,,553.0,10.0,True,2.0,,,
reflection,auction,other_transient,0,4,55.0,,,,538.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,5,53.0,,,,525.0,10.0,True,0.0,,,
reflection,auction,other_transient,0,6,55.0,,,,510.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,7,55.0,,,,495.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,8,55.0,,,,480.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,9,55.0,,,,465.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,10,55.0,,,,450.0,10.0,True,1.0,,,
reflection,auction,other_transient,0,11,53.0,,,,437.0,10.0,True,0.0,,,
reflection,auction,other_transient,0,12,55.0,,,,422.0,10.0,True,1.0,,,
full_history,fishery,control,0,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,4,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,5,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,0,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,public_goods,control,3,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,4,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,3,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,fishery,control,3,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,4,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,5,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,3,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,4,10.0,90.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,5,8.0,100.0,40.0,8.0,,,,,,,
reflection,fishery,world_transient,4,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,4,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,public_goods,world_transient,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,4,10.0,,,17.5,,,,,50.0,87.5,10.0
reflection,public_goods,world_transient,0,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,8,15.0,,,27.0,,,,,55.0,155.0,10.0
reflection,public_goods,world_transient,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,fishery,control,0,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,4,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,5,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,0,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,auction,control,2,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,4,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,5,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,6,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,7,50.0,,,,530.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,8,50.0,,,,520.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,9,50.0,,,,510.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,10,50.0,,,,500.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,11,50.0,,,,490.0,10.0,True,0.0,,,
hscm_external_controller,auction,control,2,12,50.0,,,,480.0,10.0,True,0.0,,,
full_history,fishery,other_transient,0,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,4,10.0,90.0,60.0,10.0,,,,,,,
full_history,fishery,other_transient,0,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,other_transient,0,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,0,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,auction,world_transient,2,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,2,49.0,,,,581.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,3,52.0,,,,569.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,4,51.0,,,,609.0,9.0,False,0.0,,,
reflection,auction,world_transient,2,5,55.0,,,,594.0,10.0,True,1.0,,,
reflection,auction,world_transient,2,6,53.0,,,,581.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,7,53.0,,,,568.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,8,53.0,,,,555.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,9,53.0,,,,542.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,10,53.0,,,,529.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,11,53.0,,,,516.0,10.0,True,0.0,,,
reflection,auction,world_transient,2,12,53.0,,,,503.0,10.0,True,0.0,,,
hscm_external_controller,fishery,other_transient,2,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,4,10.0,90.0,60.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,2,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,control,0,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,control,0,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,control,0,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,control,0,4,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,control,0,5,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,control,0,6,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,control,0,7,50.0,,,,530.0,10.0,True,0.0,,,
full_history,auction,control,0,8,50.0,,,,520.0,10.0,True,0.0,,,
full_history,auction,control,0,9,50.0,,,,510.0,10.0,True,0.0,,,
full_history,auction,control,0,10,50.0,,,,500.0,10.0,True,0.0,,,
full_history,auction,control,0,11,50.0,,,,490.0,10.0,True,0.0,,,
full_history,auction,control,0,12,50.0,,,,480.0,10.0,True,0.0,,,
reflection,auction,world_transient,3,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,world_transient,3,2,51.0,,,,579.0,10.0,True,0.0,,,
reflection,auction,world_transient,3,3,49.0,,,,570.0,10.0,True,0.0,,,
reflection,auction,world_transient,3,4,48.0,,,,610.0,9.0,False,0.0,,,
reflection,auction,world_transient,3,5,48.0,,,,650.0,8.0,False,0.0,,,
reflection,auction,world_transient,3,6,47.0,,,,690.0,7.0,False,0.0,,,
reflection,auction,world_transient,3,7,48.0,,,,730.0,6.0,False,0.0,,,
reflection,auction,world_transient,3,8,48.0,,,,770.0,5.0,False,0.0,,,
reflection,auction,world_transient,3,9,56.0,,,,754.0,7.0,True,2.0,,,
reflection,auction,world_transient,3,10,56.0,,,,738.0,9.0,True,2.0,,,
reflection,auction,world_transient,3,11,56.0,,,,722.0,10.0,True,2.0,,,
reflection,auction,world_transient,3,12,56.0,,,,706.0,10.0,True,2.0,,,
full_history,public_goods,world_transient,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,3,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,4,10.0,,,17.5,,,,,50.0,87.5,10.0
full_history,public_goods,world_transient,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,auction,other_transient,3,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,4,50.0,,,,610.0,9.0,False,0.0,,,
hscm_external_controller,auction,other_transient,3,5,50.0,,,,600.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,6,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,7,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,8,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,9,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,10,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,11,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,3,12,50.0,,,,530.0,10.0,True,0.0,,,
full_history,auction,control,2,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,control,2,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,control,2,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,control,2,4,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,control,2,5,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,control,2,6,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,control,2,7,50.0,,,,530.0,10.0,True,0.0,,,
full_history,auction,control,2,8,50.0,,,,520.0,10.0,True,0.0,,,
full_history,auction,control,2,9,50.0,,,,510.0,10.0,True,0.0,,,
full_history,auction,control,2,10,50.0,,,,500.0,10.0,True,0.0,,,
full_history,auction,control,2,11,50.0,,,,490.0,10.0,True,0.0,,,
full_history,auction,control,2,12,50.0,,,,480.0,10.0,True,0.0,,,
hscm_external_controller,fishery,control,2,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,4,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,5,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,2,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,public_goods,control,2,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,4,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,2,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,fishery,other_transient,1,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,1,2,10.0,100.0,50.0,10.0,,,,,,,
